ID,Sex,Marital status,Age,Education,Income,Occupation,Settlement size
100016666,0,0,22,0,63589,1,1
100016667,1,1,31,2,145678,1,1
100016668,0,1,30,2,121687,2,1
100016669,1,1,45,2,146305,2,1
100016670,1,0,18,0,87337,0,0
100016671,0,0,57,2,97238,0,0
100016672,0,1,23,0,49632,0,0
100016673,1,1,33,1,146712,1,1
100016674,0,0,24,0,153226,2,1
100016675,0,0,27,0,115150,2,1
100016676,0,0,41,1,104292,1,2
100016677,1,0,44,2,153383,1,1
100016678,0,1,36,1,153668,1,1
100016679,0,1,34,1,131710,1,1
100016680,1,1,35,1,157041,1,2
100016681,0,0,43,1,130774,2,1
100016682,0,0,18,0,117969,0,1
100016683,1,0,48,1,161822,1,2
100016684,1,1,48,2,114350,0,1
100016685,0,0,37,1,168204,2,2
100016686,0,1,47,2,153439,2,2
100016687,0,0,51,1,167114,1,1
100016688,0,1,42,1,148676,1,2
100016689,0,0,18,0,83149,0,0
100016690,0,0,61,2,175756,1,0
100016691,0,0,46,1,56201,0,0
100016692,1,1,18,1,116180,1,2
100016693,1,1,50,1,127665,0,0
100016694,0,1,42,1,115027,1,2
100016695,0,0,25,1,136103,1,0
100016696,1,1,24,0,150857,1,1
100016697,0,0,24,0,128335,1,1
100016698,0,0,30,0,99200,1,0
100016699,1,1,38,2,107606,0,0
100016700,0,0,43,1,61809,0,0
100016701,1,1,43,1,174200,1,0
100016702,1,1,32,1,132871,2,2
100016703,0,1,37,1,108949,0,0
100016704,1,1,43,2,208857,1,2
100016705,1,1,32,1,89035,0,0
100016706,0,0,18,0,172606,1,1
100016707,0,0,41,1,185492,2,2
100016708,1,1,62,3,110769,1,0
100016709,1,1,36,1,109659,0,1
100016710,1,0,42,2,142342,2,1
100016711,0,0,42,1,136957,2,1
100016712,1,0,52,1,109469,0,0
100016713,1,1,30,1,165735,1,1
100016714,1,0,52,1,123451,0,0
100016715,0,0,55,2,146029,1,1
100016716,0,1,33,1,90771,1,0
100016717,1,1,27,1,76064,0,1
100016718,1,0,35,1,80127,0,1
100016719,0,0,35,1,46887,0,1
100016720,1,1,23,0,114490,1,1
100016721,0,1,41,1,115961,1,0
100016722,1,0,44,1,158130,1,2
100016723,0,0,50,1,117976,0,1
100016724,1,1,27,1,136412,1,2
100016725,0,0,55,1,195472,2,1
100016726,0,1,54,2,87958,1,0
100016727,0,1,37,2,107186,1,1
100016728,0,0,39,1,156835,1,1
100016729,1,0,18,0,93083,0,1
100016730,1,1,27,1,138169,1,1
100016731,0,0,18,0,52021,0,0
100016732,1,1,18,0,98436,0,1
100016733,0,0,42,1,121079,1,1
100016734,1,0,32,1,94751,1,0
100016735,0,1,24,1,161191,1,1
100016736,1,1,54,2,142232,2,1
100016737,1,0,25,1,74429,0,0
100016738,0,1,43,2,35832,0,0
100016739,1,0,30,1,81781,1,1
100016740,1,0,28,1,88479,0,2
100016741,1,1,47,1,90558,0,0
100016742,1,0,32,0,96520,0,0
100016743,1,1,18,1,121328,1,1
100016744,1,1,66,2,153814,0,0
100016745,0,0,44,1,92070,0,2
100016746,1,1,45,1,119344,1,0
100016747,1,1,28,1,96085,0,0
100016748,1,1,28,1,48860,0,0
100016749,1,1,39,2,103253,0,0
100016750,0,0,18,1,124693,1,1
100016751,0,0,27,0,134990,1,1
100016752,0,1,44,1,130486,1,1
100016753,1,1,26,1,126404,1,1
100016754,1,0,42,1,126081,1,0
100016755,1,0,53,2,110588,0,0
100016756,0,0,45,0,105574,1,0
100016757,0,1,70,3,230381,2,1
100016758,1,1,28,1,206280,2,2
100016759,1,1,55,2,162126,0,1
100016760,0,1,30,1,93390,1,1
100016761,0,0,34,1,150088,1,1
100016762,0,1,34,1,119227,1,1
100016763,0,0,33,1,97075,1,0
100016764,0,0,50,2,200615,1,1
100016765,0,0,43,1,85618,1,1
100016766,0,0,39,1,114775,1,2
100016767,1,0,40,1,175438,2,1
100016768,0,1,44,1,158397,1,2
100016769,0,0,56,2,169770,2,1
100016770,0,1,18,1,135078,2,2
100016771,0,1,23,0,101054,1,1
100016772,1,1,31,2,53962,0,1
100016773,0,0,23,0,138641,1,1
100016774,0,0,27,1,109088,1,0
100016775,0,0,45,1,107087,1,1
100016776,0,0,47,1,98514,1,1
100016777,0,0,38,1,46171,1,0
100016778,0,1,37,1,174630,1,0
100016779,1,1,32,2,148802,0,1
100016780,1,0,28,1,110343,1,0
100016781,0,1,33,1,169965,1,1
100016782,0,1,52,1,136404,1,1
100016783,1,1,37,1,110898,0,0
100016784,1,1,21,0,78628,0,0
100016785,0,0,26,0,86861,1,1
100016786,0,0,45,0,116255,1,2
100016787,0,0,22,1,69642,1,0
100016788,1,1,22,1,76919,1,0
100016789,1,1,40,2,121501,0,0
100016790,0,0,43,0,109969,0,0
100016791,0,0,23,0,86147,1,0
100016792,0,0,48,1,134683,1,2
100016793,0,0,26,0,155631,2,2
100016794,0,1,50,1,116470,1,2
100016795,0,1,25,0,79697,0,1
100016796,0,0,38,1,176421,1,1
100016797,1,1,44,2,100203,1,0
100016798,0,1,32,1,154744,2,1
100016799,0,0,38,1,35832,1,0
100016800,1,1,47,2,143866,1,1
100016801,0,0,37,1,149262,2,1
100016802,0,0,31,0,141158,1,1
100016803,1,1,18,2,75434,0,0
100016804,0,0,42,1,111047,0,1
100016805,0,1,26,1,77882,0,0
100016806,0,0,38,1,83967,0,1
100016807,1,0,27,0,167554,2,1
100016808,1,1,37,1,176949,1,1
100016809,1,1,20,0,131683,1,1
100016810,0,0,33,0,133900,1,1
100016811,1,1,43,2,69918,0,0
100016812,1,1,54,2,163753,2,1
100016813,0,1,39,1,136873,2,2
100016814,1,1,45,2,147586,1,1
100016815,1,1,27,1,146075,1,1
100016816,0,0,42,1,187339,1,1
100016817,0,0,47,1,109605,1,2
100016818,0,0,34,0,150136,1,1
100016819,0,0,33,1,97797,0,0
100016820,1,1,21,0,71630,0,0
100016821,0,0,66,2,133120,1,1
100016822,1,1,23,1,120477,1,1
100016823,0,0,34,1,175718,2,2
100016824,1,1,18,0,90104,1,0
100016825,1,0,42,1,90779,0,1
100016826,1,0,43,2,136471,1,0
100016827,0,1,48,2,161097,2,2
100016828,0,1,41,2,196511,1,1
100016829,0,1,43,1,120917,1,2
100016830,1,1,35,2,100429,1,1
100016831,0,0,59,2,108156,1,1
100016832,1,1,33,2,124146,1,1
100016833,0,0,27,0,161297,0,1
100016834,1,1,41,2,142123,2,1
100016835,1,1,33,1,148455,1,0
100016836,1,1,28,1,65197,0,0
100016837,0,1,42,2,142718,0,1
100016838,1,1,26,1,55816,0,0
100016839,0,1,18,1,73482,0,0
100016840,0,0,49,1,140224,1,2
100016841,1,0,25,0,73367,0,0
100016842,1,1,32,1,122322,1,2
100016843,1,1,42,2,109959,0,0
100016844,0,1,39,1,134293,0,1
100016845,1,0,44,2,163808,1,1
100016846,0,0,49,1,156632,1,1
100016847,1,0,18,0,104014,0,0
100016848,1,1,28,1,121558,1,1
100016849,0,1,41,2,92701,0,1
100016850,1,1,33,1,68702,0,1
100016851,1,0,57,1,125219,1,2
100016852,0,0,40,1,117786,0,0
100016853,0,0,39,0,80519,0,0
100016854,1,1,28,1,132538,1,0
100016855,0,0,48,1,117361,0,0
100016856,1,1,29,1,122505,2,2
100016857,0,0,51,1,177654,1,1
100016858,1,1,36,2,159459,2,1
100016859,0,0,41,1,83341,1,2
100016860,0,0,38,1,145061,0,0
100016861,0,1,53,2,187734,1,1
100016862,0,0,54,2,176181,1,1
100016863,0,1,65,2,105499,0,0
100016864,1,1,33,1,94857,1,0
100016865,1,1,43,2,136253,1,1
100016866,1,1,36,1,129185,1,2
100016867,1,1,18,0,114478,1,1
100016868,1,1,34,1,109409,1,0
100016869,0,0,32,1,130470,1,2
100016870,0,0,37,0,114965,1,2
100016871,0,0,45,1,97869,0,1
100016872,0,1,51,2,100147,1,0
100016873,0,0,23,0,70679,0,0
100016874,0,0,27,0,142979,1,1
100016875,0,1,28,1,126994,1,1
100016876,0,0,32,0,45563,0,0
100016877,0,0,28,0,164092,2,2
100016878,1,1,18,0,35832,0,0
100016879,0,0,56,2,206485,1,2
100016880,0,0,33,1,137437,1,1
100016881,1,1,47,2,178174,1,2
100016882,0,1,18,0,103378,1,1
100016883,1,1,24,1,74941,0,0
100016884,0,0,42,1,149563,1,1
100016885,0,1,36,1,162186,1,2
100016886,1,1,59,2,108146,0,0
100016887,0,1,60,2,174616,2,1
100016888,0,0,37,1,142439,1,2
100016889,1,1,35,1,94655,0,0
100016890,1,1,51,2,166068,0,0
100016891,0,0,34,1,120047,1,0
100016892,0,0,37,0,166777,1,1
100016893,0,0,38,1,189047,2,2
100016894,1,1,22,1,54444,0,0
100016895,0,1,39,1,133752,1,1
100016896,1,0,38,1,110598,1,1
100016897,1,1,25,2,71780,1,0
100016898,0,1,35,1,74202,1,0
100016899,1,0,55,2,87092,1,0
100016900,1,1,40,2,154769,1,0
100016901,1,1,21,1,38506,0,0
100016902,1,1,40,3,101000,0,0
100016903,0,0,46,1,137903,0,0
100016904,1,1,18,1,101552,1,1
100016905,0,0,47,1,90864,1,2
100016906,0,1,26,0,137431,0,0
100016907,0,0,27,0,113119,1,2
100016908,0,0,40,1,93522,0,0
100016909,0,0,48,1,114677,2,2
100016910,1,0,43,2,102085,0,1
100016911,0,0,27,1,128093,1,0
100016912,1,1,44,2,126704,1,0
100016913,1,1,47,2,101329,0,1
100016914,1,1,18,1,87236,0,1
100016915,0,1,38,1,105294,1,1
100016916,1,1,23,1,92886,0,1
100016917,0,0,47,1,98747,1,1
100016918,0,0,31,0,66113,1,0
100016919,0,0,29,1,106913,2,0
100016920,0,0,53,1,145539,1,1
100016921,1,1,44,2,171474,2,2
100016922,1,1,28,1,130666,1,1
100016923,1,1,32,1,133296,0,1
100016924,0,1,32,1,129181,1,1
100016925,1,0,31,0,177656,1,1
100016926,1,1,40,1,135301,0,1
100016927,1,1,27,1,113374,2,0
100016928,0,0,40,1,93262,1,0
100016929,0,0,28,0,111832,2,2
100016930,1,0,23,0,42692,0,0
100016931,1,0,33,1,115339,1,1
100016932,1,1,29,1,59163,0,0
100016933,0,0,44,1,83408,1,1
100016934,0,1,30,1,142321,1,1
100016935,1,1,26,1,102210,0,0
100016936,1,1,29,1,124082,1,1
100016937,0,0,39,0,152918,0,1
100016938,0,0,46,0,139151,1,1
100016939,0,0,45,1,95159,0,1
100016940,0,0,18,0,83700,1,1
100016941,1,1,38,2,119005,1,0
100016942,1,0,34,1,90302,0,0
100016943,1,0,18,0,108740,1,1
100016944,0,1,50,2,155530,1,2
100016945,0,1,27,1,160011,2,2
100016946,1,1,37,1,95844,1,1
100016947,0,1,37,1,129455,2,1
100016948,0,1,32,1,116310,1,2
100016949,0,1,34,1,127876,0,1
100016950,0,0,35,1,97340,1,1
100016951,0,1,24,1,111004,1,1
100016952,1,1,24,1,157346,1,2
100016953,0,0,52,1,149921,1,1
100016954,1,0,29,1,130846,1,1
100016955,1,1,36,2,141567,2,1
100016956,0,0,35,1,105562,1,1
100016957,0,1,21,1,123870,1,0
100016958,0,0,42,1,104355,0,0
100016959,0,0,32,1,118245,1,1
100016960,0,1,20,1,126035,1,0
100016961,0,0,31,1,170576,1,1
100016962,0,1,45,2,107853,1,1
100016963,0,0,41,0,204161,2,2
100016964,1,1,42,2,151619,1,2
100016965,0,0,35,1,153590,1,1
100016966,0,0,24,0,107999,0,0
100016967,1,1,35,1,134024,0,0
100016968,1,0,39,1,88001,1,0
100016969,1,1,19,1,158476,1,0
100016970,0,1,26,0,103929,1,2
100016971,1,1,25,1,84174,0,0
100016972,1,1,18,0,51515,0,0
100016973,0,0,32,0,132922,1,2
100016974,1,0,55,2,199393,2,1
100016975,1,0,18,0,69337,0,0
100016976,0,0,57,2,183941,1,2
100016977,0,0,43,1,67542,0,0
100016978,1,0,40,2,161499,1,1
100016979,0,0,36,1,152411,2,2
100016980,1,1,44,1,136626,0,0
100016981,0,0,49,1,143919,1,1
100016982,0,0,46,0,99427,1,1
100016983,0,1,50,2,160519,1,1
100016984,1,1,24,0,96063,0,0
100016985,1,0,19,0,92142,0,1
100016986,0,1,46,2,134517,2,1
100016987,0,0,43,1,184194,2,1
100016988,1,0,34,1,112625,1,1
100016989,0,0,30,0,77341,0,1
100016990,0,1,18,0,76308,1,1
100016991,1,1,26,1,177833,1,1
100016992,1,1,34,1,135430,0,1
100016993,1,0,42,1,110706,0,0
100016994,1,1,50,2,206594,1,1
100016995,0,1,27,1,114040,1,1
100016996,0,1,24,1,69314,0,0
100016997,1,1,23,1,121866,1,1
100016998,1,0,29,1,92806,0,0
100016999,1,0,44,1,79102,0,0
100017000,1,0,49,1,129048,1,0
100017001,1,1,37,2,163975,1,1
100017002,0,0,56,1,116585,0,1
100017003,1,1,57,2,205637,2,1
100017004,0,0,54,2,76265,0,1
100017005,0,1,30,1,136318,2,2
100017006,0,1,35,0,140620,0,2
100017007,0,1,35,1,157118,1,0
100017008,0,0,41,1,142355,0,0
100017009,1,1,23,1,106420,1,1
100017010,0,1,31,1,72716,1,0
100017011,0,0,19,0,51841,0,0
100017012,1,1,50,2,138483,1,1
100017013,1,1,33,1,115633,1,1
100017014,0,1,18,1,81348,1,1
100017015,1,0,36,1,129415,1,0
100017016,0,1,28,1,136240,0,0
100017017,0,1,45,1,88314,1,1
100017018,0,0,42,1,128023,2,2
100017019,1,1,40,1,89605,0,1
100017020,1,0,42,1,169886,1,0
100017021,1,1,56,2,158104,1,0
100017022,1,1,35,1,92729,1,0
100017023,0,1,36,0,79464,0,0
100017024,0,0,49,1,115054,0,0
100017025,0,1,18,1,91357,0,0
100017026,1,1,41,1,114484,1,0
100017027,0,1,40,1,54355,0,0
100017028,0,0,41,1,128218,1,1
100017029,0,0,20,0,108326,1,0
100017030,1,1,27,1,67349,0,0
100017031,1,0,45,1,183635,1,1
100017032,0,0,18,0,136927,1,0
100017033,1,1,31,1,92487,1,0
100017034,1,1,63,3,185076,1,2
100017035,1,1,36,1,144181,0,1
100017036,0,1,46,1,178492,1,0
100017037,0,1,30,1,104324,1,1
100017038,0,0,28,0,119689,1,2
100017039,0,0,48,1,84115,0,0
100017040,0,1,30,0,163496,2,1
100017041,0,0,38,1,112619,2,2
100017042,0,1,45,1,188246,1,1
100017043,0,1,24,0,123659,1,1
100017044,1,1,39,1,134349,1,0
100017045,0,1,46,1,132464,0,0
100017046,0,0,32,1,129504,0,0
100017047,0,0,50,1,181982,2,1
100017048,1,1,50,2,122329,1,2
100017049,0,0,25,1,123445,1,0
100017050,1,1,26,1,105501,0,0
100017051,0,0,65,2,183604,1,1
100017052,0,1,51,2,128128,1,0
100017053,1,0,49,1,108842,1,0
100017054,0,1,32,1,110714,0,1
100017055,0,0,28,1,106270,0,0
100017056,0,1,18,0,137291,2,2
100017057,1,1,35,1,106423,0,0
100017058,1,0,44,1,131245,1,0
100017059,0,1,40,2,114139,1,2
100017060,0,0,39,0,85716,0,0
100017061,1,1,41,2,98412,0,0
100017062,1,1,51,2,142096,1,2
100017063,0,0,42,1,60038,0,0
100017064,0,1,42,2,128397,2,2
100017065,0,1,46,2,137167,1,1
100017066,0,1,37,1,158563,1,1
100017067,1,1,28,1,167601,1,1
100017068,0,1,44,1,130100,1,0
100017069,0,1,40,1,96834,0,1
100017070,1,0,44,1,162111,1,1
100017071,0,0,28,0,80222,0,1
100017072,0,1,18,1,154610,2,0
100017073,0,0,59,1,125884,1,1
100017074,0,0,45,1,121239,1,1
100017075,1,0,18,0,83330,0,0
100017076,1,1,27,1,117417,1,1
100017077,1,0,18,0,38838,0,1
100017078,1,0,36,1,172452,1,0
100017079,0,0,56,2,199905,2,2
100017080,0,1,38,1,142737,1,2
100017081,1,1,44,1,146744,2,2
100017082,1,1,29,1,112496,1,1
100017083,1,1,48,2,106428,0,0
100017084,1,1,24,0,107460,0,1
100017085,1,0,35,1,144429,0,0
100017086,0,0,51,2,172115,0,1
100017087,0,1,28,0,103161,1,1
100017088,1,1,34,1,135179,1,1
100017089,1,1,35,1,120252,0,1
100017090,1,0,32,1,174660,1,1
100017091,0,0,41,0,86388,1,0
100017092,1,1,32,1,96178,0,1
100017093,1,0,49,2,123102,0,0
100017094,1,1,29,1,118730,1,2
100017095,1,1,32,1,131568,1,0
100017096,0,1,66,3,181709,1,1
100017097,1,0,51,2,126555,1,1
100017098,0,0,35,1,135580,1,0
100017099,0,0,50,1,139628,1,0
100017100,0,0,35,1,146380,1,0
100017101,1,1,48,2,106937,1,1
100017102,1,1,42,2,161896,1,0
100017103,1,1,31,1,131286,1,2
100017104,0,0,33,0,88810,1,1
100017105,1,1,28,1,136998,1,0
100017106,0,0,48,2,114110,1,2
100017107,0,0,18,0,64584,1,0
100017108,0,0,28,1,163176,0,1
100017109,1,0,47,2,125271,1,2
100017110,0,0,27,0,105397,0,1
100017111,0,1,37,1,134196,1,1
100017112,0,1,26,1,129029,1,1
100017113,1,0,48,2,150021,1,2
100017114,1,1,47,1,116202,0,0
100017115,0,0,25,1,90243,1,1
100017116,0,1,20,1,76305,0,0
100017117,0,0,25,0,127350,1,2
100017118,0,0,49,1,214775,2,1
100017119,0,0,51,0,154891,1,0
100017120,0,1,32,1,143558,2,1
100017121,0,1,18,0,131690,1,2
100017122,0,0,35,1,105267,0,1
100017123,0,0,60,2,166089,1,1
100017124,0,0,50,2,189173,1,1
100017125,1,1,27,1,105560,1,0
100017126,0,0,42,1,143493,1,2
100017127,1,1,25,1,62355,0,0
100017128,0,0,42,1,150890,1,2
100017129,0,0,50,1,50264,0,0
100017130,1,1,24,1,80932,1,0
100017131,1,1,29,1,121651,2,0
100017132,0,0,21,0,48971,0,1
100017133,0,1,49,2,157680,1,1
100017134,0,0,40,1,123155,1,1
100017135,0,0,29,1,153471,2,2
100017136,0,1,42,1,224154,2,1
100017137,0,0,24,0,73169,1,1
100017138,1,0,37,1,129500,1,1
100017139,0,0,39,1,145364,0,2
100017140,1,1,37,1,125785,1,0
100017141,0,1,51,2,146611,1,1
100017142,0,1,40,1,79756,1,1
100017143,0,0,21,0,74410,1,0
100017144,0,0,55,1,123645,0,0
100017145,1,0,51,2,131940,1,1
100017146,0,0,18,0,103929,1,1
100017147,0,1,26,1,144407,2,1
100017148,1,1,39,1,136078,0,0
100017149,1,1,19,0,172389,1,0
100017150,0,0,39,2,89966,0,1
100017151,1,0,33,1,99592,1,0
100017152,0,0,40,1,111150,1,0
100017153,0,0,52,1,221939,2,1
100017154,0,0,29,0,116933,1,0
100017155,0,1,35,1,83561,0,0
100017156,1,1,32,2,104507,1,1
100017157,1,0,44,1,159919,1,0
100017158,0,1,37,2,98952,1,2
100017159,0,1,39,1,79788,1,1
100017160,1,1,44,2,132938,1,1
100017161,0,0,49,1,207536,2,2
100017162,0,1,24,1,55935,0,0
100017163,1,1,18,1,69706,1,0
100017164,1,0,33,1,150669,1,1
100017165,0,0,60,1,163173,2,2
100017166,1,1,49,2,162286,1,1
100017167,0,1,18,0,87548,0,1
100017168,0,0,40,2,170444,1,0
100017169,0,1,21,1,113417,0,0
100017170,0,0,30,0,191870,2,1
100017171,0,1,59,1,144414,1,1
100017172,0,0,53,2,196849,2,1
100017173,1,1,18,0,98953,1,0
100017174,0,0,49,1,123574,1,0
100017175,1,0,43,2,130734,1,1
100017176,0,0,49,1,93842,1,1
100017177,1,1,29,2,43941,0,0
100017178,1,1,44,2,158819,0,1
100017179,0,1,30,1,166244,2,0
100017180,1,1,21,0,100822,0,1
100017181,1,0,32,0,166453,1,2
100017182,0,0,42,1,127569,1,0
100017183,0,0,28,0,163467,0,1
100017184,0,0,41,1,106104,1,1
100017185,0,0,44,1,148449,1,1
100017186,1,1,23,1,79657,0,0
100017187,0,1,37,2,107133,1,1
100017188,1,0,30,0,115749,1,1
100017189,0,0,58,2,209009,1,2
100017190,0,0,42,1,119941,1,1
100017191,1,0,26,0,88195,1,1
100017192,0,0,36,1,121000,1,1
100017193,1,1,40,1,138007,1,1
100017194,0,0,34,1,112003,0,0
100017195,0,1,28,1,108202,0,1
100017196,0,1,30,1,132575,0,0
100017197,0,0,34,0,96300,1,2
100017198,1,0,30,1,39300,0,0
100017199,0,0,28,0,35832,0,0
100017200,0,0,38,1,190966,1,2
100017201,1,1,43,1,116883,1,0
100017202,0,1,24,1,59240,1,0
100017203,1,0,24,1,95131,0,1
100017204,1,0,44,1,148501,1,1
100017205,0,1,64,2,145535,1,2
100017206,0,1,40,1,130704,1,2
100017207,0,0,21,0,120779,2,1
100017208,1,1,30,2,150440,2,0
100017209,1,0,46,2,123109,0,1
100017210,0,0,54,2,110052,1,2
100017211,0,0,38,1,80408,1,0
100017212,0,0,39,1,156175,2,1
100017213,1,0,43,1,71184,0,0
100017214,0,0,40,1,143666,1,2
100017215,0,0,24,1,104566,1,1
100017216,1,1,46,1,145993,2,0
100017217,0,0,49,2,83291,0,1
100017218,1,0,40,1,96790,0,0
100017219,0,1,35,1,144534,1,1
100017220,0,0,38,1,139764,1,2
100017221,1,1,18,1,129799,1,0
100017222,0,0,18,0,77842,0,1
100017223,0,0,61,2,177115,1,0
100017224,0,0,41,1,113813,0,1
100017225,0,0,43,2,132309,1,1
100017226,1,1,35,1,175776,1,1
100017227,0,0,23,1,60139,0,0
100017228,1,1,43,2,148832,1,0
100017229,1,0,49,1,155429,1,0
100017230,1,0,31,0,59300,0,0
100017231,0,0,50,1,149647,2,2
100017232,1,1,34,1,147122,1,2
100017233,1,1,48,1,160449,1,0
100017234,1,1,18,0,61851,0,0
100017235,0,0,52,2,101823,1,1
100017236,1,1,26,1,72848,0,0
100017237,0,0,46,2,96735,1,1
100017238,0,0,38,1,110377,0,0
100017239,1,1,25,1,60700,0,0
100017240,1,1,18,1,72854,1,1
100017241,0,1,20,1,146976,1,1
100017242,0,0,57,1,129174,1,1
100017243,0,0,27,0,121289,1,2
100017244,1,0,32,0,67597,0,0
100017245,0,1,51,2,120625,0,0
100017246,0,0,18,0,77939,1,1
100017247,1,1,31,1,106429,1,0
100017248,0,0,52,2,125038,0,0
100017249,1,1,18,0,35832,0,0
100017250,0,0,32,0,153027,1,0
100017251,1,1,46,3,119345,1,0
100017252,0,0,37,1,184171,2,1
100017253,1,1,19,0,109384,1,1
100017254,1,1,32,2,126533,1,0
100017255,0,0,38,0,77170,0,0
100017256,0,1,18,1,135248,1,1
100017257,1,1,33,1,119889,0,0
100017258,0,0,27,0,102078,1,1
100017259,1,0,38,1,114852,1,0
100017260,0,0,44,0,197120,1,1
100017261,0,0,33,1,76350,1,0
100017262,0,0,52,1,152169,1,1
100017263,0,0,32,1,151864,1,1
100017264,1,1,52,1,160569,1,0
100017265,1,0,55,1,100444,0,0
100017266,0,0,53,1,87298,0,0
100017267,0,0,21,0,193210,2,2
100017268,1,0,67,2,203981,2,2
100017269,1,1,28,2,133001,1,0
100017270,0,0,52,1,93031,1,0
100017271,0,0,21,0,166409,2,1
100017272,1,1,32,2,96540,0,1
100017273,0,1,18,0,52073,1,0
100017274,1,1,27,1,73367,0,0
100017275,1,1,27,1,108546,1,0
100017276,1,0,32,1,119942,1,0
100017277,1,1,18,0,35832,0,0
100017278,0,1,25,1,130897,0,0
100017279,0,0,44,1,147437,2,1
100017280,0,0,59,1,141585,1,1
100017281,0,0,48,1,145863,1,1
100017282,0,0,41,1,56218,0,0
100017283,1,1,37,1,88004,1,1
100017284,0,1,44,1,118018,1,2
100017285,1,1,42,1,177706,1,2
100017286,0,0,37,0,219200,1,1
100017287,1,0,20,1,121155,1,1
100017288,1,1,45,1,114191,1,0
100017289,0,1,18,0,119523,1,0
100017290,0,0,18,0,102345,1,1
100017291,0,1,38,1,151125,0,2
100017292,0,1,29,1,104099,1,1
100017293,0,0,47,1,153509,1,2
100017294,0,0,44,1,168230,1,2
100017295,1,1,22,1,59737,0,1
100017296,0,1,29,1,126201,0,0
100017297,0,0,44,1,94778,0,0
100017298,0,0,33,1,114935,2,2
100017299,0,0,46,1,137154,1,1
100017300,0,1,24,1,95066,0,0
100017301,1,0,36,1,86289,0,1
100017302,1,1,51,2,133720,1,0
100017303,0,0,43,1,96561,0,1
100017304,0,0,36,1,129741,0,0
100017305,0,0,30,1,81546,0,1
100017306,1,0,18,0,147840,1,0
100017307,1,0,35,1,64501,0,0
100017308,0,1,29,0,97823,0,0
100017309,1,1,41,2,146235,1,1
100017310,0,1,42,1,181605,2,2
100017311,0,1,31,1,108768,1,0
100017312,0,0,51,2,101949,1,0
100017313,0,0,19,1,124295,1,0
100017314,0,0,32,0,162541,1,1
100017315,1,1,53,2,106398,1,1
100017316,0,0,29,0,147893,2,2
100017317,0,0,35,0,106481,1,1
100017318,1,0,23,1,106498,1,1
100017319,0,0,51,1,90327,1,2
100017320,1,1,31,1,63141,0,0
100017321,0,1,45,1,90139,0,0
100017322,0,0,32,1,131776,1,1
100017323,0,1,19,1,110421,1,1
100017324,1,1,30,1,95208,1,0
100017325,0,0,27,0,114530,1,1
100017326,1,1,30,1,142488,1,2
100017327,0,0,47,1,128863,0,1
100017328,1,0,50,2,57950,0,0
100017329,1,0,52,2,133433,1,0
100017330,0,0,24,0,119768,1,1
100017331,0,0,30,1,190228,1,2
100017332,0,0,40,1,213979,1,1
100017333,0,1,26,0,137690,1,1
100017334,1,1,36,1,152035,1,2
100017335,0,0,18,0,152627,1,1
100017336,0,1,41,1,100580,0,0
100017337,1,1,44,1,124762,0,0
100017338,0,0,36,0,130767,1,1
100017339,0,0,28,0,123450,1,1
100017340,1,1,40,1,57870,0,0
100017341,1,1,42,2,87420,1,0
100017342,0,1,36,1,117205,1,0
100017343,1,1,46,2,117695,1,0
100017344,0,0,37,1,166040,1,2
100017345,1,1,39,2,156714,0,0
100017346,1,1,29,1,55261,0,0
100017347,1,0,28,1,35832,0,0
100017348,0,0,43,1,186794,2,2
100017349,1,1,34,1,110392,1,0
100017350,0,1,19,0,102161,1,0
100017351,0,0,43,2,145920,1,2
100017352,0,0,26,0,142426,1,0
100017353,0,1,51,2,189530,1,2
100017354,1,1,24,1,117728,1,1
100017355,1,1,22,1,145881,1,1
100017356,1,0,38,1,165709,2,1
100017357,0,0,42,1,139167,2,1
100017358,0,1,48,1,104434,0,0
100017359,0,0,41,0,151017,1,1
100017360,1,1,58,2,166406,1,0
100017361,1,1,28,1,75615,0,0
100017362,1,1,34,1,120605,2,0
100017363,0,1,45,2,159173,1,2
100017364,0,0,18,0,41374,0,0
100017365,0,0,30,0,100185,1,1
100017366,1,1,20,0,106457,2,2
100017367,0,1,28,1,42884,0,1
100017368,1,1,30,1,100192,0,0
100017369,1,1,18,0,146167,1,1
100017370,1,1,18,0,92842,2,1
100017371,1,0,34,1,115854,1,0
100017372,0,0,30,0,59674,0,0
100017373,0,0,20,0,133930,1,0
100017374,1,1,40,2,197959,1,1
100017375,1,1,18,0,119919,1,0
100017376,1,1,27,1,132606,1,1
100017377,0,0,36,1,46656,0,0
100017378,1,1,18,1,121782,0,0
100017379,1,1,35,1,55237,0,0
100017380,0,0,52,1,118616,1,1
100017381,1,1,18,0,170376,1,2
100017382,1,1,26,2,128161,1,1
100017383,0,0,27,0,174149,2,2
100017384,1,1,45,1,129537,1,0
100017385,1,0,36,1,97037,0,0
100017386,0,0,36,1,157527,1,0
100017387,1,1,54,2,116156,0,1
100017388,0,0,40,1,180993,2,2
100017389,1,1,23,1,120777,1,0
100017390,1,0,34,1,115403,1,0
100017391,0,0,25,0,103892,0,1
100017392,1,0,23,1,152336,1,1
100017393,1,0,31,1,125473,1,2
100017394,0,0,29,0,69550,1,1
100017395,0,0,30,0,108421,1,1
100017396,1,1,32,2,168547,1,1
100017397,0,0,58,2,150580,1,0
100017398,1,1,32,2,115666,1,1
100017399,0,1,23,0,139580,1,1
100017400,0,1,37,2,103472,1,0
